Generator,carrier,bus,p_nom_min,p_nom,p_nom_extendable,ramp_limit_up,ramp_limit_down,efficiency,marginal_cost,capital_cost,build_year,lifetime,control,p_nom_max,p_max_pu,weight,vom_cost,fuel_cost,heat_rate,carrier_base,land_region,p_nom_opt,type,p_nom_mod,p_min_pu,p_set,q_set,sign,marginal_cost_quadratic,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_start_up,ramp_limit_shut_down
p100 biomass,biomass,p100,2.0,2.0,False,1.0,1.0,0.298,0.009782632985034515,412936.124,2010,30.0,,inf,1.0,2.0,5.247,,13.5,biomass,p100,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p100 hydro,hydro,p100,3.8524310278012677,3.8524310278012677,False,,,1.0,0.010312686391958864,179319.24180999998,2050,inf,,inf,1.0,3.0,,,,hydro,p100,3.8524310278012677,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p100 onwind,onwind,p100,-0.046,0.0,True,,,1.0,-12.909705229708853,102506.859,2050,30.0,,8296.12652134647,1.0,942.7361088112475,,,,onwind,p100,0.00086695733402814,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p100 solar existing,solar,p100,0.0,218.9,False,,,1.0,0.00965393637164593,9317.72,2023,30.0,,218.9,1.0,266.7864900165038,,,,solar,p100,218.9,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p101 biomass,biomass,p101,445.2,445.20000000000005,False,1.0,1.0,0.30357681940700804,1.9458391037994438,412936.12399999995,1996,29.999999999999996,,inf,0.9999999999999999,40.0,5.247,0.0,13.5,biomass,p101,445.20000000000005,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p101 offwind,offwind,p101,-0.046,0.0,True,,,1.0,0.009933619754923958,222080.39049,2050,30.0,,137726.54647671216,1.0,54954.71227805411,,,,offwind,p101,0.0010500261080268261,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p101 onwind,onwind,p101,-0.9530000000000001,0.0,True,,,1.0,-12.910473437927386,102507.66962811122,2050,30.000000000000004,,135682.08964436396,1.0,18906.92602634111,,,,onwind,p101,0.001970289342253184,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p101 solar existing,solar,p101,0.0,7477.0,False,,,1.0,0.009710130252732806,9317.72,2021,29.999999999999996,,7477.0,1.0,22911.316177932986,,,,solar,p101,7477.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p101 waste,waste,p101,271.3,271.3,False,1.0,1.0,0.326,2.038908287937797,0.0,1993,55.0,,inf,1.0,10.0,,0.0,,waste,p101,271.3,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p102 biomass,biomass,p102,146.5,146.5,False,1.0,1.0,0.3352641638225256,1.7942854156728052,412936.12400000007,1999,30.0,,inf,1.0,10.0,5.247,0.0,13.5,biomass,p102,146.5,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p102 nuclear existing,nuclear,p102,0.0,1637.2,True,0.325,0.325,0.326,13.081569782930952,127750.0,1972,60.0,,1637.2,1.0,2.0,2.8,0.71,10.497,nuclear,p102,-0.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p102 offwind,offwind,p102,-0.012,0.0,True,,,1.0,0.009672459789535308,222080.39049,2050,30.0,,10805.009578134539,1.0,4453.487109294824,,,,offwind,p102,0.0008740787700133347,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p102 onwind,onwind,p102,-0.359,0.0,True,,,1.0,-12.909008277843098,102506.859,2050,30.0,,14499.92701643346,1.0,2835.1780706532727,,,,onwind,p102,0.0049338964934868,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p102 solar existing,solar,p102,0.0,2099.3,False,,,0.9999999999999999,0.010317535212083334,9317.72,2021,29.999999999999996,,2099.3,0.9999999999999999,7666.6924731775425,,,,solar,p102,2099.3,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p102 waste,waste,p102,224.3,224.3,False,1.0,1.0,0.32599999999999996,2.0373920189314907,0.0,2000,55.0,,inf,0.9999999999999998,3.0,,0.0,,waste,p102,224.3,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p103 biomass,biomass,p103,309.3,309.29999999999995,False,1.0,1.0,0.3283423860329778,1.1358778422940423,412936.1240000001,2001,30.000000000000007,,inf,1.0000000000000002,100.0,5.247,0.0,13.5,biomass,p103,309.29999999999995,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p103 hydro,hydro,p103,2312.339634441194,2312.3396344411944,False,,,0.9999999999999998,0.010886361142354166,179319.24180999995,2050,inf,,inf,0.9999999999999998,78.0,,,,hydro,p103,2312.3396344411944,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p103 nuclear existing,nuclear,p103,0.0,1217.0,True,0.325,0.325,0.316,13.307089555664422,127750.0,1988,60.0,,1217.0,1.0,1.0,2.8,0.71,10.497,nuclear,p103,-0.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p103 onwind existing,onwind,p103,0.0,3498.5,False,,,1.0,0.010242656750855863,25254.0,2016,30.0,,3498.5,1.0,48166.19782839702,,,,onwind,p103,3498.5,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p103 solar existing,solar,p103,0.0,2391.4,False,,,0.9999999999999999,0.009033982998692486,9317.72,2023,29.999999999999996,,2391.4,0.9999999999999999,4441.447599447676,,,,solar,p103,2391.4,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p103 waste,waste,p103,18.0,18.0,False,1.0,1.0,0.316,2.037451069768553,0.0,1989,55.0,,inf,1.0,1.0,,0.0,,waste,p103,18.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p104 biomass,biomass,p104,8.8,8.8,False,1.0,1.0,0.31999999999999995,0.010602553568237052,412936.12400000007,2011,30.0,,inf,1.0,4.0,5.247,,13.5,biomass,p104,8.8,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p104 hydro,hydro,p104,34.64227724599011,34.642277245990115,False,,,0.9999999999999998,0.010750919658626075,179319.24180999995,2049,inf,,inf,0.9999999999999998,30.0,,,,hydro,p104,34.642277245990115,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p104 nuclear existing,nuclear,p104,0.0,2285.3,True,0.325,0.325,0.31599999999999995,13.306107979628825,127750.0,1976,60.0,,2285.3,1.0,2.0,2.8,0.71,10.497,nuclear,p104,-0.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p104 onwind,onwind,p104,-0.08600000000000001,0.0,True,,,1.0,-12.910268958763446,102893.12329499998,2050,30.0,,12563.912600512042,1.0,3968.752453047016,,,,onwind,p104,0.0944196519536612,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p104 solar existing,solar,p104,0.0,5.6,False,,,1.0,0.009548450022916091,9317.72,2015,30.0,,5.6,1.0,298.90009724780776,,,,solar,p104,5.6,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p105 biomass,biomass,p105,41.9,41.900000000000006,False,1.0,1.0,0.31508353221957036,0.00923394102753275,412936.12399999995,2011,29.999999999999996,,inf,0.9999999999999998,38.0,5.247,,13.5,biomass,p105,41.900000000000006,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p105 hydro,hydro,p105,27.298000000000002,27.298000000000002,False,,,0.9999999999999999,0.009231489071898195,179319.24180999998,2050,inf,,inf,0.9999999999999999,16.0,,,,hydro,p105,27.298000000000002,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p105 onwind existing,onwind,p105,0.0,3840.7000000000003,False,,,0.9999999999999999,0.010905205396815928,25254.0,2015,29.999999999999996,,3840.7000000000003,0.9999999999999999,36941.4841885759,,,,onwind,p105,3840.7000000000003,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p105 solar existing,solar,p105,0.0,3894.2000000000003,False,,,0.9999999999999999,0.010617252229451,9317.72,2024,29.999999999999996,,3894.2000000000003,0.9999999999999999,798.3054786887349,,,,solar,p105,3894.2000000000003,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p106 onwind,onwind,p106,-0.116,0.0,True,,,1.0,-12.910670441278821,104051.91617999999,2050,30.000000000000004,,2194.2110445437916,1.0,672.977667992321,,,,onwind,p106,0.003795727786000444,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p106 solar existing,solar,p106,0.0,93.7,False,,,1.0,0.009414100099767866,9317.72,2013,30.0,,93.7,1.0,83.64816222158912,,,,solar,p106,93.7,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p106 waste,waste,p106,6.5,6.5,False,1.0,1.0,0.316,2.038311103101321,0.0,1988,55.0,,inf,1.0,1.0,,0.0,,waste,p106,6.5,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p107 biomass,biomass,p107,3.2,3.2,False,1.0,1.0,0.32,0.010529328430367262,412936.124,2009,30.0,,inf,1.0,2.0,5.247,,13.5,biomass,p107,3.2,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p107 hydro,hydro,p107,172.518,172.51800000000003,False,,,0.9999999999999999,0.010620629690520895,179319.24180999998,2050,inf,,inf,0.9999999999999999,9.0,,,,hydro,p107,172.51800000000003,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p107 onwind,onwind,p107,-0.34900000000000003,0.0,True,,,1.0,-12.910673324617328,104045.27553309455,2050,29.999999999999996,,86757.94202632233,1.0,18898.125646967506,,,,onwind,p107,0.001753105852449699,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p107 solar existing,solar,p107,0.0,1264.7000000000003,False,,,0.9999999999999998,0.010968256576047395,9317.72,2024,29.999999999999993,,1264.7000000000003,0.9999999999999998,1061.64948189286,,,,solar,p107,1264.7000000000003,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p108 biomass,biomass,p108,88.0,88.0,False,0.9726,0.9726,0.326,2.15925560413163,412936.124,2001,30.0,,inf,1.0,1.0,5.247,0.0,13.5,biomass,p108,88.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p108 onwind,onwind,p108,-0.112,0.0,True,,,1.0,-12.909821169133739,103286.28516669643,2050,30.0,,28778.87864079558,1.0,5077.774316307859,,,,onwind,p108,0.001694991953880634,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p108 solar existing,solar,p108,0.0,410.0,False,,,1.0,0.01017523151063762,9317.72,2025,30.0,,410.0,1.0,519.4973372001883,,,,solar,p108,410.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p109 biomass,biomass,p109,21.400000000000002,21.400000000000002,False,1.0,1.0,0.30618691588785046,0.5132244433974535,412936.124,2006,29.999999999999996,,inf,1.0,19.0,5.247,0.0,13.5,biomass,p109,21.400000000000002,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p109 hydro,hydro,p109,412.311326021524,412.311326021524,False,,,1.0,0.010315334886150317,179319.24180999998,2050,inf,,inf,1.0,10.0,,,,hydro,p109,412.311326021524,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p109 onwind,onwind,p109,-0.5680000000000001,0.0,True,,,1.0,-12.909830191467357,103284.8279321831,2050,30.0,,108363.3607445296,1.0,17359.142248454093,,,,onwind,p109,0.0012563821619208104,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p109 solar existing,solar,p109,0.0,164.7,False,,,1.0,0.010037545157327953,9317.72,2022,30.000000000000004,,164.7,1.0,4240.8603616591845,,,,solar,p109,164.7,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p11 biomass,biomass,p11,19.6,19.6,False,1.0,1.0,0.3587857142857142,0.01052931507619506,412936.12399999995,1998,29.999999999999993,,inf,0.9999999999999998,13.0,5.247,,13.5,biomass,p11,19.6,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p11 hydro,hydro,p11,42.0,42.0,False,,,1.0,0.00921211052117525,185763.67935135998,2050,inf,,inf,1.0,2.0,,,,hydro,p11,42.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p11 onwind existing,onwind,p11,0.0,194.0,False,,,1.0,0.009004183802366455,25254.0,2013,30.0,,194.0,1.0,88.41664386691637,,,,onwind,p11,194.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p11 solar existing,solar,p11,0.0,107.3,False,,,1.0,0.010904977735578927,9317.72,2015,30.0,,107.3,1.0,1640.7817693347608,,,,solar,p11,107.3,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p110 biomass,biomass,p110,2.4000000000000004,2.4000000000000004,False,1.0,1.0,0.298,0.00999731535900037,412936.124,2003,30.0,,inf,1.0,3.0,5.247,,13.5,biomass,p110,2.4000000000000004,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p110 onwind,onwind,p110,-0.085,0.0,True,,,1.0,-12.910343329242329,103270.29901835293,2050,29.999999999999996,,27695.314804206464,1.0,4083.6016619741704,,,,onwind,p110,0.0010579479246178303,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p110 solar existing,solar,p110,0.0,111.0,False,,,1.0,0.009736106520166212,9317.72,2024,30.0,,111.0,1.0,124.83083112887796,,,,solar,p110,111.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p111 biomass,biomass,p111,20.4,20.400000000000002,False,1.0,1.0,0.31584313725490193,0.7693606278087084,412936.12399999995,2005,29.999999999999996,,inf,0.9999999999999999,18.0,5.247,0.0,13.5,biomass,p111,20.400000000000002,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p111 nuclear existing,nuclear,p111,0.0,2236.8,True,0.325,0.325,0.31599999999999995,13.305964740424836,127750.0,1982,59.99999999999999,,2236.8,0.9999999999999999,2.0,2.8,0.71,10.497,nuclear,p111,-0.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p111 onwind existing,onwind,p111,0.0,15.2,False,,,1.0,0.010540338347987385,25254.0,2010,30.0,,15.2,1.0,9121.911801030608,,,,onwind,p111,15.2,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p111 solar existing,solar,p111,0.0,162.6,False,,,1.0,0.009880924004175708,9317.72,2021,30.0,,162.6,1.0,458.87169040534775,,,,solar,p111,162.6,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p112 biomass,biomass,p112,66.6,66.6,False,1.0,1.0,0.3158558558558559,1.7860485152858614,412936.12399999995,1972,30.0,,inf,1.0000000000000002,15.0,5.247,0.0,13.5,biomass,p112,66.6,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p112 hydro,hydro,p112,11.082689810325133,11.082689810325133,False,,,1.0,0.009152408128098704,172414.4873014,2050,inf,,inf,1.0,2.0,,,,hydro,p112,11.082689810325133,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p112 onwind existing,onwind,p112,0.0,1231.9,False,,,0.9999999999999999,0.009962256655160272,25254.0,2017,30.0,,1231.9,0.9999999999999999,38200.23558808812,,,,onwind,p112,1231.9,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p112 solar existing,solar,p112,0.0,2434.4,False,,,1.0,0.009933699420426777,9317.72,2023,29.999999999999996,,2434.4,1.0,1527.7250841211728,,,,solar,p112,2434.4,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p113 onwind,onwind,p113,-0.153,0.0,True,,,1.0,-12.910471344041376,101734.33041000001,2050,30.0,,18813.161347260597,1.0,5255.335231574679,,,,onwind,p113,0.0036627366956559215,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p113 solar existing,solar,p113,0.0,1021.0,False,,,1.0,0.010887229489889315,9317.72,2023,30.000000000000004,,1021.0,1.0,185.1935693351957,,,,solar,p113,1021.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p114 biomass,biomass,p114,4.800000000000001,4.800000000000001,False,1.0,1.0,0.31999999999999995,0.010810056915718102,412936.124,2016,30.0,,inf,1.0,3.0,5.247,,13.5,biomass,p114,4.800000000000001,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p114 hydro,hydro,p114,4.688830181409493,4.688830181409493,False,,,1.0,0.009887192603891815,172414.4873014,2050,inf,,inf,1.0,2.0,,,,hydro,p114,4.688830181409493,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p114 onwind,onwind,p114,-0.188,0.0,True,,,1.0,-12.910805680788568,101767.20396702127,2050,30.0,,7548.106761544527,1.0,1606.8402224618937,,,,onwind,p114,0.0016842541033793845,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p114 solar existing,solar,p114,0.0,280.0,False,,,1.0,0.009413566297793418,9317.72,2021,30.0,,280.0,1.0,179.75074966592913,,,,solar,p114,280.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p115 biomass,biomass,p115,4.800000000000001,4.8,False,1.0,1.0,0.32000000000000006,0.009542983672926917,412936.12400000007,2009,30.000000000000007,,inf,1.0,6.0,5.247,,13.5,biomass,p115,4.8,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p115 hydro,hydro,p115,159.8448341792162,159.8448341792162,False,,,0.9999999999999999,0.009968439547042879,179319.24180999998,2050,inf,,inf,0.9999999999999999,16.0,,,,hydro,p115,159.8448341792162,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p115 nuclear existing,nuclear,p115,0.0,1846.8,True,0.325,0.325,0.316,13.305876754222439,127750.0,1981,60.0,,1846.8,1.0,2.0,2.8,0.71,10.497,nuclear,p115,-0.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p115 onwind existing,onwind,p115,0.0,65.4,False,,,0.9999999999999999,0.010548272139600967,25254.0,2009,29.999999999999996,,65.4,0.9999999999999999,4603.413081526585,,,,onwind,p115,65.4,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p115 solar existing,solar,p115,0.0,103.6,False,,,1.0,0.009952053215270167,9317.72,2023,30.0,,103.6,1.0,238.43069605310785,,,,solar,p115,103.6,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p116 hydro,hydro,p116,519.3747129697347,519.3747129697347,False,,,1.0,0.010740741008886907,179319.24180999998,2050,inf,,inf,1.0,20.0,,,,hydro,p116,519.3747129697347,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p116 onwind existing,onwind,p116,0.0,856.0,False,,,1.0,0.01099156350027056,25254.0,2011,30.0,,856.0,1.0,15179.63713913243,,,,onwind,p116,856.0,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p116 solar existing,solar,p116,0.0,200.8,False,,,0.9999999999999999,0.009439671900002574,9317.72,2024,30.0,,200.8,0.9999999999999999,731.1532592470647,,,,solar,p116,200.8,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p117 biomass,biomass,p117,3.2,3.2,False,1.0,1.0,0.32,0.010223342754350205,412936.124,2017,30.0,,inf,1.0,2.0,5.247,,13.5,biomass,p117,3.2,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p117 hydro,hydro,p117,480.66356950212133,480.66356950212133,False,,,1.0,0.010695004621056287,179319.24180999998,2050,inf,,inf,1.0,21.0,,,,hydro,p117,480.66356950212133,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p117 onwind,onwind,p117,-0.326,0.0,True,,,1.0,-12.90910952673011,102511.59843920245,2050,30.0,,43329.70810700508,1.0,6682.939813861,,,,onwind,p117,0.0027687292010736275,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p117 solar,solar,p117,-0.291,0.0,True,,,1.0,0.009580172850096762,43928.47265514639,2050,30.0,,1135.6800914543494,1.0,187.3323575790896,,,,solar,p117,1135.676819576947,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p118 biomass,biomass,p118,12.899999999999999,12.899999999999999,False,1.0,1.0,0.3084651162790698,1.2603378064181254,412936.12400000007,1985,30.000000000000004,,inf,1.0,19.0,5.247,0.0,13.5,biomass,p118,12.899999999999999,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
p118 hydro,hydro,p118,409.080032672699,409.08003267269896,False,,,1.0000000000000002,0.009030032296834191,179319.24181,2050,inf,,inf,1.0000000000000002,46.0,,,,hydro,p118,409.08003267269896,,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0,0.0,0,0,1,0,1.0,1.0
